review_id,text,label,category
R0424,Cannot recommend this enough. Simply terrific in every single aspect.,2,Positive
R0425,Absolutely superb experience from start to finish. Exceeded every expectation.,2,Positive
R0426,Expected so much more. The quality is disgusting and service is even worse.,0,Negative
R0427,Completely horrible from the packaging to the product itself. Avoid.,0,Negative
R0428,The product is mediocre. Would not rush to recommend but it is fine.,1,Neutral
R0429,Pleasantly surprised by how brilliant this turned out to be.,2,Positive
R0430,Returned immediately. Everything about this is just disgusting.,0,Negative
R0431,Absolutely superb experience from start to finish. Exceeded every expectation.,2,Positive
R0432,The fantastic quality really impressed me. Would buy again without hesitation.,2,Positive
R0433,Shocking quality. Absolutely horrible and nothing like advertised.,0,Negative
R0434,Works as expected. A standard purchase overall with no major complaints.,1,Neutral
R0435,This is honestly pathetic. Biggest waste of money I have ever spent.,0,Negative
R0436,Delivered on time. Quality seems standard for the price range.,1,Neutral
R0437,The amazing quality really impressed me. Would buy again without hesitation.,2,Positive
R0438,I am genuinely thrilled with this purchase. The quality is wonderful.,2,Positive
R0439,I am genuinely thrilled with this purchase. The quality is fantastic.,2,Positive
R0440,Works as expected. A acceptable purchase overall with no major complaints.,1,Neutral
R0441,Regret every penny spent. The product is appalling and does not work.,0,Negative
R0442,I am genuinely thrilled with this purchase. The quality is superb.,2,Positive
R0443,Average in most ways. A mediocre option if you have no other choice.,1,Neutral
R0444,Works as expected. A moderate purchase overall with no major complaints.,1,Neutral
R0445,Absolutely perfect experience from start to finish. Exceeded every expectation.,2,Positive
R0446,Completely pathetic from the packaging to the product itself. Avoid.,0,Negative
R0447,Average in most ways. A average option if you have no other choice.,1,Neutral
R0448,Do not buy. The whole experience was pathetic and I was disappointed.,0,Negative
R0449,Average in most ways. A reasonable option if you have no other choice.,1,Neutral
R0450,This is honestly awful. Biggest waste of money I have ever spent.,0,Negative
R0451,Completely worthless from the packaging to the product itself. Avoid.,0,Negative
R0452,The perfect quality really impressed me. Would buy again without hesitation.,2,Positive
R0453,terrific product with exceptional support team. Could not ask for more.,2,Positive
R0454,Absolutely amazing experience from start to finish. Exceeded every expectation.,2,Positive
R0455,Expected so much more. The quality is disgusting and service is even worse.,0,Negative
R0456,Completely worthless from the packaging to the product itself. Avoid.,0,Negative
R0457,Returned immediately. Everything about this is just terrible.,0,Negative
R0458,An moderate item that does exactly what the description says.,1,Neutral
R0459,Returned immediately. Everything about this is just horrible.,0,Negative
R0460,The product is mediocre. Would not rush to recommend but it is fine.,1,Neutral
R0461,The perfect quality really impressed me. Would buy again without hesitation.,2,Positive
R0462,Cannot recommend this enough. Simply terrific in every single aspect.,2,Positive
R0463,Do not buy. The whole experience was dreadful and I was disappointed.,0,Negative
R0464,Average in most ways. A typical option if you have no other choice.,1,Neutral
R0465,Completely useless from the packaging to the product itself. Avoid.,0,Negative
R0466,The brilliant quality really impressed me. Would buy again without hesitation.,2,Positive
R0467,Delivered on time. Quality seems standard for the price range.,1,Neutral
R0468,It is a passable product. Nothing special but nothing too bad either.,1,Neutral
R0469,Regret every penny spent. The product is dreadful and does not work.,0,Negative
R0470,Do not buy. The whole experience was horrible and I was disappointed.,0,Negative
R0471,Cannot recommend this enough. Simply excellent in every single aspect.,2,Positive
R0472,Works as expected. A average purchase overall with no major complaints.,1,Neutral
R0473,Five stars all the way. This is truly great and worth every penny.,2,Positive
R0474,Cannot recommend this enough. Simply fantastic in every single aspect.,2,Positive
R0475,The product is acceptable. Would not rush to recommend but it is fine.,1,Neutral
R0476,Returned immediately. Everything about this is just pathetic.,0,Negative
R0477,I am genuinely thrilled with this purchase. The quality is superb.,2,Positive
R0478,Absolutely great experience from start to finish. Exceeded every expectation.,2,Positive
R0479,Do not buy. The whole experience was horrible and I was disappointed.,0,Negative
R0480,Delivered on time. Quality seems reasonable for the price range.,1,Neutral
R0481,Average in most ways. A typical option if you have no other choice.,1,Neutral
R0482,Average in most ways. A ordinary option if you have no other choice.,1,Neutral
R0483,It is a adequate product. Nothing special but nothing too bad either.,1,Neutral
R0484,Expected so much more. The quality is awful and service is even worse.,0,Negative
R0485,It is a passable product. Nothing special but nothing too bad either.,1,Neutral
R0486,The product is standard. Would not rush to recommend but it is fine.,1,Neutral
R0487,The excellent quality really impressed me. Would buy again without hesitation.,2,Positive
R0488,The wonderful quality really impressed me. Would buy again without hesitation.,2,Positive
R0489,Pleasantly surprised by how superb this turned out to be.,2,Positive
R0490,The amazing quality really impressed me. Would buy again without hesitation.,2,Positive
R0491,Returned immediately. Everything about this is just worthless.,0,Negative
R0492,The wonderful quality really impressed me. Would buy again without hesitation.,2,Positive
R0493,Regret every penny spent. The product is atrocious and does not work.,0,Negative
R0494,Absolutely outstanding experience from start to finish. Exceeded every expectation.,2,Positive
R0495,Expected so much more. The quality is useless and service is even worse.,0,Negative
R0496,This is honestly dreadful. Biggest waste of money I have ever spent.,0,Negative
R0497,Average in most ways. A typical option if you have no other choice.,1,Neutral
R0498,An ordinary item that does exactly what the description says.,1,Neutral
R0499,Pleasantly surprised by how fantastic this turned out to be.,2,Positive
R0500,An ordinary item that does exactly what the description says.,1,Neutral
R0501,Absolutely great experience from start to finish. Exceeded every expectation.,2,Positive
R0502,Five stars all the way. This is truly fantastic and worth every penny.,2,Positive
R0503,brilliant product with exceptional support team. Could not ask for more.,2,Positive
R0504,Delivered on time. Quality seems mediocre for the price range.,1,Neutral
R0505,Completely pathetic from the packaging to the product itself. Avoid.,0,Negative
R0506,Cannot recommend this enough. Simply fantastic in every single aspect.,2,Positive
R0507,Delivered on time. Quality seems adequate for the price range.,1,Neutral
R0508,Average in most ways. A average option if you have no other choice.,1,Neutral
R0509,Cannot recommend this enough. Simply excellent in every single aspect.,2,Positive
R0510,The product is reasonable. Would not rush to recommend but it is fine.,1,Neutral
R0511,Cannot recommend this enough. Simply terrific in every single aspect.,2,Positive
R0512,Do not buy. The whole experience was appalling and I was disappointed.,0,Negative
R0513,Cannot recommend this enough. Simply perfect in every single aspect.,2,Positive
R0514,Works as expected. A acceptable purchase overall with no major complaints.,1,Neutral
R0515,Delivered on time. Quality seems typical for the price range.,1,Neutral
R0516,Average in most ways. A passable option if you have no other choice.,1,Neutral
R0517,Completely useless from the packaging to the product itself. Avoid.,0,Negative
R0518,Regret every penny spent. The product is atrocious and does not work.,0,Negative
R0519,Shocking quality. Absolutely appalling and nothing like advertised.,0,Negative
R0520,fantastic product with exceptional support team. Could not ask for more.,2,Positive
R0521,Cannot recommend this enough. Simply terrific in every single aspect.,2,Positive
R0522,Nothing remarkable here. Fairly mediocre experience all around.,1,Neutral
R0523,Completely dreadful from the packaging to the product itself. Avoid.,0,Negative
R0524,Nothing remarkable here. Fairly typical experience all around.,1,Neutral
R0525,The product is adequate. Would not rush to recommend but it is fine.,1,Neutral
R0526,Delivered on time. Quality seems mediocre for the price range.,1,Neutral
R0527,The product is moderate. Would not rush to recommend but it is fine.,1,Neutral
R0528,The excellent quality really impressed me. Would buy again without hesitation.,2,Positive
R0529,Do not buy. The whole experience was horrible and I was disappointed.,0,Negative
R0530,It is a acceptable product. Nothing special but nothing too bad either.,1,Neutral
R0531,Five stars all the way. This is truly superb and worth every penny.,2,Positive
R0532,Do not buy. The whole experience was pathetic and I was disappointed.,0,Negative
R0533,Delivered on time. Quality seems typical for the price range.,1,Neutral
R0534,Do not buy. The whole experience was disgusting and I was disappointed.,0,Negative
R0535,Delivered on time. Quality seems ordinary for the price range.,1,Neutral
R0536,Regret every penny spent. The product is dreadful and does not work.,0,Negative
R0537,This is honestly useless. Biggest waste of money I have ever spent.,0,Negative
R0538,Shocking quality. Absolutely awful and nothing like advertised.,0,Negative
R0539,I am genuinely thrilled with this purchase. The quality is fantastic.,2,Positive
R0540,It is a mediocre product. Nothing special but nothing too bad either.,1,Neutral
R0541,amazing product with exceptional support team. Could not ask for more.,2,Positive
R0542,I am genuinely thrilled with this purchase. The quality is terrific.,2,Positive
R0543,Cannot recommend this enough. Simply amazing in every single aspect.,2,Positive
R0544,Delivered on time. Quality seems moderate for the price range.,1,Neutral
R0545,This is honestly horrible. Biggest waste of money I have ever spent.,0,Negative
R0546,I am genuinely thrilled with this purchase. The quality is excellent.,2,Positive
R0547,Completely dreadful from the packaging to the product itself. Avoid.,0,Negative
R0548,This is honestly terrible. Biggest waste of money I have ever spent.,0,Negative
R0549,Cannot recommend this enough. Simply amazing in every single aspect.,2,Positive
R0550,Returned immediately. Everything about this is just awful.,0,Negative
R0551,Do not buy. The whole experience was worthless and I was disappointed.,0,Negative
R0552,Cannot recommend this enough. Simply amazing in every single aspect.,2,Positive
R0553,Pleasantly surprised by how perfect this turned out to be.,2,Positive
R0554,Five stars all the way. This is truly wonderful and worth every penny.,2,Positive
R0555,An average item that does exactly what the description says.,1,Neutral
R0556,Cannot recommend this enough. Simply excellent in every single aspect.,2,Positive
R0557,It is a standard product. Nothing special but nothing too bad either.,1,Neutral
R0558,Nothing remarkable here. Fairly adequate experience all around.,1,Neutral
R0559,Nothing remarkable here. Fairly average experience all around.,1,Neutral
R0560,Absolutely great experience from start to finish. Exceeded every expectation.,2,Positive
R0561,Expected so much more. The quality is terrible and service is even worse.,0,Negative
R0562,This is honestly horrible. Biggest waste of money I have ever spent.,0,Negative
R0563,Nothing remarkable here. Fairly acceptable experience all around.,1,Neutral
R0564,Regret every penny spent. The product is appalling and does not work.,0,Negative
R0565,Cannot recommend this enough. Simply perfect in every single aspect.,2,Positive
R0566,fantastic product with exceptional support team. Could not ask for more.,2,Positive
R0567,The brilliant quality really impressed me. Would buy again without hesitation.,2,Positive
R0568,Absolutely excellent experience from start to finish. Exceeded every expectation.,2,Positive
R0569,Average in most ways. A moderate option if you have no other choice.,1,Neutral
R0570,Absolutely brilliant experience from start to finish. Exceeded every expectation.,2,Positive
R0571,Absolutely superb experience from start to finish. Exceeded every expectation.,2,Positive
R0572,The product is passable. Would not rush to recommend but it is fine.,1,Neutral
R0573,Shocking quality. Absolutely pathetic and nothing like advertised.,0,Negative
R0574,I am genuinely thrilled with this purchase. The quality is amazing.,2,Positive
R0575,Nothing remarkable here. Fairly standard experience all around.,1,Neutral
R0576,Returned immediately. Everything about this is just horrible.,0,Negative
R0577,Five stars all the way. This is truly brilliant and worth every penny.,2,Positive
R0578,Works as expected. A moderate purchase overall with no major complaints.,1,Neutral
R0579,The terrific quality really impressed me. Would buy again without hesitation.,2,Positive
R0580,Absolutely wonderful experience from start to finish. Exceeded every expectation.,2,Positive
R0581,This is honestly horrible. Biggest waste of money I have ever spent.,0,Negative
R0582,Completely atrocious from the packaging to the product itself. Avoid.,0,Negative
R0583,Nothing remarkable here. Fairly ordinary experience all around.,1,Neutral
R0584,This is honestly horrible. Biggest waste of money I have ever spent.,0,Negative
R0585,Regret every penny spent. The product is horrible and does not work.,0,Negative
R0586,This is honestly horrible. Biggest waste of money I have ever spent.,0,Negative
R0587,Absolutely superb experience from start to finish. Exceeded every expectation.,2,Positive
R0588,Pleasantly surprised by how outstanding this turned out to be.,2,Positive
R0589,The perfect quality really impressed me. Would buy again without hesitation.,2,Positive
R0590,Completely dreadful from the packaging to the product itself. Avoid.,0,Negative
R0591,This is honestly horrible. Biggest waste of money I have ever spent.,0,Negative
R0592,Pleasantly surprised by how outstanding this turned out to be.,2,Positive
R0593,I am genuinely thrilled with this purchase. The quality is fantastic.,2,Positive
R0594,This is honestly awful. Biggest waste of money I have ever spent.,0,Negative
R0595,brilliant product with exceptional support team. Could not ask for more.,2,Positive
R0596,Works as expected. A passable purchase overall with no major complaints.,1,Neutral
R0597,An mediocre item that does exactly what the description says.,1,Neutral
R0598,It is a acceptable product. Nothing special but nothing too bad either.,1,Neutral
R0599,superb product with exceptional support team. Could not ask for more.,2,Positive
R0600,I am genuinely thrilled with this purchase. The quality is amazing.,2,Positive
R0601,Nothing remarkable here. Fairly typical experience all around.,1,Neutral
R0602,This is honestly pathetic. Biggest waste of money I have ever spent.,0,Negative
R0603,Average in most ways. A standard option if you have no other choice.,1,Neutral
R0604,Returned immediately. Everything about this is just disgusting.,0,Negative
R0605,Five stars all the way. This is truly excellent and worth every penny.,2,Positive
R0606,Cannot recommend this enough. Simply brilliant in every single aspect.,2,Positive
R0607,Shocking quality. Absolutely atrocious and nothing like advertised.,0,Negative
R0608,Works as expected. A ordinary purchase overall with no major complaints.,1,Neutral
R0609,Completely worthless from the packaging to the product itself. Avoid.,0,Negative
R0610,It is a mediocre product. Nothing special but nothing too bad either.,1,Neutral
R0611,It is a reasonable product. Nothing special but nothing too bad either.,1,Neutral
R0612,Works as expected. A ordinary purchase overall with no major complaints.,1,Neutral
R0613,Pleasantly surprised by how superb this turned out to be.,2,Positive
R0614,Five stars all the way. This is truly fantastic and worth every penny.,2,Positive
R0615,Shocking quality. Absolutely appalling and nothing like advertised.,0,Negative
R0616,Returned immediately. Everything about this is just dreadful.,0,Negative
R0617,Regret every penny spent. The product is terrible and does not work.,0,Negative
R0618,Shocking quality. Absolutely useless and nothing like advertised.,0,Negative
R0619,Pleasantly surprised by how amazing this turned out to be.,2,Positive
R0620,Expected so much more. The quality is disgusting and service is even worse.,0,Negative
R0621,Returned immediately. Everything about this is just pathetic.,0,Negative
R0622,I am genuinely thrilled with this purchase. The quality is outstanding.,2,Positive
R0623,excellent product with exceptional support team. Could not ask for more.,2,Positive
R0624,Expected so much more. The quality is appalling and service is even worse.,0,Negative
R0625,The product is standard. Would not rush to recommend but it is fine.,1,Neutral
R0626,Regret every penny spent. The product is pathetic and does not work.,0,Negative
R0627,Completely useless from the packaging to the product itself. Avoid.,0,Negative
R0628,Pleasantly surprised by how terrific this turned out to be.,2,Positive
R0629,Cannot recommend this enough. Simply terrific in every single aspect.,2,Positive
R0630,Do not buy. The whole experience was disgusting and I was disappointed.,0,Negative
R0631,Delivered on time. Quality seems standard for the price range.,1,Neutral
R0632,Nothing remarkable here. Fairly standard experience all around.,1,Neutral
R0633,Works as expected. A ordinary purchase overall with no major complaints.,1,Neutral
R0634,The product is acceptable. Would not rush to recommend but it is fine.,1,Neutral
R0635,Expected so much more. The quality is awful and service is even worse.,0,Negative
R0636,The product is moderate. Would not rush to recommend but it is fine.,1,Neutral
R0637,Expected so much more. The quality is appalling and service is even worse.,0,Negative
R0638,Absolutely terrific experience from start to finish. Exceeded every expectation.,2,Positive
R0639,Absolutely wonderful experience from start to finish. Exceeded every expectation.,2,Positive
R0640,Five stars all the way. This is truly superb and worth every penny.,2,Positive
R0641,Absolutely superb experience from start to finish. Exceeded every expectation.,2,Positive
R0642,Completely disgusting from the packaging to the product itself. Avoid.,0,Negative
R0643,Delivered on time. Quality seems average for the price range.,1,Neutral
R0644,Absolutely outstanding experience from start to finish. Exceeded every expectation.,2,Positive
R0645,Delivered on time. Quality seems ordinary for the price range.,1,Neutral
R0646,Works as expected. A acceptable purchase overall with no major complaints.,1,Neutral
R0647,It is a moderate product. Nothing special but nothing too bad either.,1,Neutral
R0648,outstanding product with exceptional support team. Could not ask for more.,2,Positive
R0649,Returned immediately. Everything about this is just pathetic.,0,Negative
R0650,Returned immediately. Everything about this is just horrible.,0,Negative
R0651,The product is moderate. Would not rush to recommend but it is fine.,1,Neutral
R0652,I am genuinely thrilled with this purchase. The quality is fantastic.,2,Positive
R0653,Expected so much more. The quality is awful and service is even worse.,0,Negative
R0654,The perfect quality really impressed me. Would buy again without hesitation.,2,Positive
R0655,Pleasantly surprised by how brilliant this turned out to be.,2,Positive
R0656,The product is typical. Would not rush to recommend but it is fine.,1,Neutral
R0657,Pleasantly surprised by how perfect this turned out to be.,2,Positive
R0658,Shocking quality. Absolutely atrocious and nothing like advertised.,0,Negative
R0659,Regret every penny spent. The product is awful and does not work.,0,Negative
R0660,Returned immediately. Everything about this is just useless.,0,Negative
R0661,Nothing remarkable here. Fairly acceptable experience all around.,1,Neutral
R0662,I am genuinely thrilled with this purchase. The quality is outstanding.,2,Positive
R0663,Regret every penny spent. The product is pathetic and does not work.,0,Negative
R0664,wonderful product with exceptional support team. Could not ask for more.,2,Positive
R0665,Works as expected. A reasonable purchase overall with no major complaints.,1,Neutral
R0666,Shocking quality. Absolutely atrocious and nothing like advertised.,0,Negative
R0667,Nothing remarkable here. Fairly standard experience all around.,1,Neutral
R0668,Cannot recommend this enough. Simply wonderful in every single aspect.,2,Positive
R0669,Works as expected. A mediocre purchase overall with no major complaints.,1,Neutral
R0670,It is a average product. Nothing special but nothing too bad either.,1,Neutral
R0671,Delivered on time. Quality seems standard for the price range.,1,Neutral
R0672,Do not buy. The whole experience was dreadful and I was disappointed.,0,Negative
R0673,Average in most ways. A average option if you have no other choice.,1,Neutral
R0674,Five stars all the way. This is truly great and worth every penny.,2,Positive
R0675,Do not buy. The whole experience was useless and I was disappointed.,0,Negative
R0676,Do not buy. The whole experience was disgusting and I was disappointed.,0,Negative
R0677,Nothing remarkable here. Fairly adequate experience all around.,1,Neutral
R0678,Nothing remarkable here. Fairly moderate experience all around.,1,Neutral
R0679,Do not buy. The whole experience was pathetic and I was disappointed.,0,Negative
R0680,Expected so much more. The quality is atrocious and service is even worse.,0,Negative
R0681,excellent product with exceptional support team. Could not ask for more.,2,Positive
R0682,Works as expected. A adequate purchase overall with no major complaints.,1,Neutral
R0683,This is honestly horrible. Biggest waste of money I have ever spent.,0,Negative
R0684,Nothing remarkable here. Fairly adequate experience all around.,1,Neutral
R0685,Five stars all the way. This is truly superb and worth every penny.,2,Positive
R0686,Delivered on time. Quality seems average for the price range.,1,Neutral
R0687,The product is adequate. Would not rush to recommend but it is fine.,1,Neutral
R0688,Returned immediately. Everything about this is just pathetic.,0,Negative
R0689,Completely awful from the packaging to the product itself. Avoid.,0,Negative
R0690,Returned immediately. Everything about this is just dreadful.,0,Negative
R0691,Cannot recommend this enough. Simply amazing in every single aspect.,2,Positive
R0692,Expected so much more. The quality is awful and service is even worse.,0,Negative
R0693,I am genuinely thrilled with this purchase. The quality is perfect.,2,Positive
R0694,Nothing remarkable here. Fairly standard experience all around.,1,Neutral
R0695,Expected so much more. The quality is useless and service is even worse.,0,Negative
R0696,Regret every penny spent. The product is appalling and does not work.,0,Negative
R0697,Works as expected. A acceptable purchase overall with no major complaints.,1,Neutral
R0698,I am genuinely thrilled with this purchase. The quality is wonderful.,2,Positive
R0699,Expected so much more. The quality is appalling and service is even worse.,0,Negative
R0700,Expected so much more. The quality is appalling and service is even worse.,0,Negative
