sale_id,store,product_cat,units,unit_price,revenue,channel,satisfaction,date
S0329,North,Groceries,9,147.59,1328.31,Online,9.6,2024-09-07 00:00:00
S0330,East,Electronics,12,344.39,4132.68,Online,8.4,2024-03-19 00:00:00
S0331,South,Cosmetics,5,598.9,2994.5,Online,5.4,2024-03-02 00:00:00
S0332,North,Electronics,2,400.01,800.02,Online,7.4,2024-09-19 00:00:00
S0333,North,Groceries,12,492.39,5908.68,In-store,9.9,2024-01-22 00:00:00
S0334,East,Electronics,4,372.86,1491.44,In-store,5.7,2024-08-24 00:00:00
S0335,North,Apparel,10,552.9,5529.0,In-store,8.6,2024-01-17 00:00:00
S0336,North,Furniture,2,474.22,948.44,Online,4.5,2024-06-25 00:00:00
S0337,North,Apparel,3,126.22,378.66,Online,10.0,2024-09-02 00:00:00
S0338,South,Groceries,1,300.91,300.91,Online,4.8,2024-11-16 00:00:00
S0339,South,Groceries,1,508.21,508.21,In-store,7.3,2024-09-09 00:00:00
S0340,South,Electronics,11,464.39,5108.29,In-store,8.9,2024-06-04 00:00:00
S0341,East,Furniture,1,448.25,448.25,Online,6.3,2024-11-23 00:00:00
S0342,East,Furniture,9,182.89,1646.01,Online,3.9,2024-05-09 00:00:00
S0343,East,Cosmetics,4,147.86,591.44,Online,9.2,2024-10-21 00:00:00
S0344,North,Cosmetics,11,534.27,5876.97,In-store,8.7,2024-12-15 00:00:00
S0345,South,Groceries,6,496.33,2977.98,Online,7.7,2024-06-22 00:00:00
S0346,South,Apparel,11,358.95,3948.45,Online,5.5,2024-11-05 00:00:00
S0347,South,Cosmetics,1,570.84,570.84,In-store,7.4,2024-08-22 00:00:00
S0348,North,Groceries,3,204.57,613.71,In-store,6.1,2024-08-26 00:00:00
S0349,South,Groceries,10,24.38,243.8,In-store,4.7,2024-08-14 00:00:00
S0350,North,Groceries,7,398.29,2788.03,Online,7.9,2024-01-22 00:00:00
S0351,North,Cosmetics,7,494.65,3462.55,In-store,5.7,2024-03-18 00:00:00
S0352,South,Furniture,6,104.61,627.66,In-store,5.5,2024-06-12 00:00:00
S0353,East,Electronics,9,475.49,4279.41,Online,6.0,2024-01-05 00:00:00
S0354,North,Electronics,1,512.83,512.83,In-store,7.2,2024-12-02 00:00:00
S0355,East,Groceries,5,443.27,2216.35,In-store,4.4,2024-05-09 00:00:00
S0356,East,Furniture,11,252.54,2777.94,In-store,6.4,2024-05-31 00:00:00
S0357,East,Cosmetics,6,186.67,1120.02,Online,9.4,2024-09-12 00:00:00
S0358,North,Groceries,8,221.41,1771.28,Online,7.1,2024-08-17 00:00:00
S0359,North,Furniture,5,451.89,2259.45,In-store,3.7,2024-06-15 00:00:00
S0360,South,Electronics,8,86.51,692.08,Online,7.3,2024-10-22 00:00:00
S0361,South,Electronics,9,32.77,294.93,In-store,7.6,2024-05-03 00:00:00
S0362,North,Cosmetics,5,464.86,2324.3,In-store,7.7,2024-12-12 00:00:00
S0363,East,Apparel,11,231.39,2545.29,In-store,5.6,2024-10-21 00:00:00
S0364,East,Apparel,8,496.4,3971.2,Online,4.8,2024-02-01 00:00:00
S0365,East,Electronics,3,188.26,564.78,In-store,9.4,2024-10-27 00:00:00
S0366,South,Electronics,5,583.03,2915.15,In-store,5.5,2024-08-31 00:00:00
S0367,South,Cosmetics,4,374.33,1497.32,Online,7.9,2024-07-04 00:00:00
S0368,South,Apparel,7,195.18,1366.26,Online,4.8,2024-11-14 00:00:00
S0369,South,Electronics,8,303.25,2426.0,In-store,3.8,2024-05-22 00:00:00
S0370,East,Cosmetics,9,284.78,2563.02,Online,5.3,2024-07-04 00:00:00
S0371,East,Apparel,12,550.91,6610.92,Online,5.2,2024-01-07 00:00:00
S0372,East,Furniture,1,321.66,321.66,In-store,5.8,2024-07-03 00:00:00
S0373,North,Furniture,5,588.39,2941.95,Online,8.4,2024-12-13 00:00:00
S0374,East,Groceries,7,501.47,3510.29,In-store,4.6,2024-03-31 00:00:00
S0375,East,Groceries,12,382.18,4586.16,In-store,6.1,2024-06-23 00:00:00
S0376,South,Apparel,7,238.58,1670.06,Online,8.1,2024-03-14 00:00:00
S0377,South,Apparel,9,442.72,3984.48,Online,4.9,2024-12-15 00:00:00
S0378,North,Furniture,2,555.11,1110.22,Online,9.0,2024-12-07 00:00:00
S0379,South,Electronics,4,348.8,1395.2,In-store,8.6,2024-12-13 00:00:00
S0380,East,Electronics,3,94.94,284.82,Online,9.3,2024-01-18 00:00:00
S0381,East,Cosmetics,12,582.08,6984.96,In-store,4.4,2024-12-26 00:00:00
S0382,South,Groceries,12,233.68,2804.16,In-store,7.4,2024-04-24 00:00:00
S0383,East,Furniture,5,60.83,304.15,Online,5.8,2024-12-24 00:00:00
S0384,South,Electronics,9,47.95,431.55,Online,6.5,2024-03-12 00:00:00
S0385,North,Cosmetics,8,168.66,1349.28,Online,3.8,2024-08-27 00:00:00
S0386,South,Apparel,2,292.82,585.64,In-store,6.9,2024-04-27 00:00:00
S0387,North,Apparel,4,336.18,1344.72,Online,4.9,2024-03-29 00:00:00
S0388,South,Cosmetics,1,487.41,487.41,In-store,3.9,2024-11-18 00:00:00
S0389,East,Groceries,5,436.1,2180.5,In-store,6.0,2024-10-28 00:00:00
S0390,North,Apparel,7,139.64,977.48,In-store,7.8,2024-05-08 00:00:00
S0391,East,Electronics,2,386.86,773.72,In-store,6.5,2024-12-15 00:00:00
S0392,North,Apparel,12,372.52,4470.24,Online,4.2,2024-03-25 00:00:00
S0393,North,Furniture,5,456.94,2284.7,Online,6.4,2024-04-11 00:00:00
S0394,South,Electronics,12,447.12,5365.44,In-store,8.4,2024-01-12 00:00:00
S0395,East,Groceries,12,434.91,5218.92,Online,5.8,2024-08-01 00:00:00
S0396,East,Furniture,1,502.1,502.1,In-store,7.1,2024-11-17 00:00:00
S0397,South,Apparel,3,341.4,1024.2,In-store,4.2,2024-03-30 00:00:00
S0398,North,Cosmetics,12,216.38,2596.56,Online,5.7,2024-03-19 00:00:00
S0399,South,Cosmetics,6,467.59,2805.54,Online,9.4,2024-06-12 00:00:00
S0400,North,Groceries,8,538.9,4311.2,In-store,6.8,2024-04-17 00:00:00
S0401,North,Electronics,6,154.9,929.4,In-store,9.6,2024-09-22 00:00:00
S0402,East,Cosmetics,7,465.78,3260.46,Online,8.8,2024-08-11 00:00:00
S0403,North,Electronics,3,87.3,261.9,In-store,3.7,2024-02-14 00:00:00
S0404,North,Furniture,8,469.32,3754.56,Online,9.1,2024-06-22 00:00:00
S0405,South,Cosmetics,10,337.95,3379.5,Online,3.5,2024-04-14 00:00:00
S0406,North,Groceries,6,232.65,1395.9,Online,9.6,2024-08-13 00:00:00
S0407,East,Cosmetics,8,345.37,2762.96,Online,7.2,2024-01-28 00:00:00
S0408,East,Electronics,8,105.54,844.32,In-store,8.0,2024-08-29 00:00:00
S0409,South,Furniture,10,89.36,893.6,In-store,3.9,2024-05-02 00:00:00
S0410,East,Electronics,4,7.92,31.68,Online,5.1,2024-04-12 00:00:00
S0411,North,Cosmetics,1,27.65,27.65,Online,9.6,2024-04-22 00:00:00
S0412,East,Furniture,11,31.32,344.52,In-store,5.2,2024-03-19 00:00:00
S0413,North,Groceries,8,15.84,126.72,Online,4.4,2024-09-27 00:00:00
S0414,South,Groceries,3,371.46,1114.38,In-store,9.5,2024-01-02 00:00:00
S0415,East,Groceries,2,511.59,1023.18,Online,8.1,2024-12-04 00:00:00
S0416,South,Cosmetics,9,370.97,3338.73,Online,7.1,2024-04-16 00:00:00
S0417,East,Cosmetics,1,116.48,116.48,Online,4.3,2024-11-28 00:00:00
S0418,South,Groceries,12,128.25,1539.0,Online,7.0,2024-06-29 00:00:00
S0419,East,Electronics,11,60.95,670.45,Online,4.1,2024-05-20 00:00:00
S0420,South,Electronics,5,188.98,944.9,In-store,7.4,2024-06-20 00:00:00
S0421,North,Groceries,4,9.13,36.52,Online,7.9,2024-11-02 00:00:00
S0422,South,Cosmetics,4,314.47,1257.88,Online,9.5,2024-02-10 00:00:00
S0423,East,Groceries,1,503.13,503.13,Online,9.0,2024-08-08 00:00:00
S0424,South,Cosmetics,1,111.99,111.99,In-store,8.1,2024-05-09 00:00:00
S0425,North,Apparel,5,508.54,2542.7,In-store,4.1,2024-08-14 00:00:00
S0426,East,Cosmetics,3,588.62,1765.86,In-store,5.3,2024-05-07 00:00:00
S0427,North,Apparel,1,250.39,250.39,Online,7.0,2024-07-01 00:00:00
S0428,North,Apparel,6,6.03,36.18,Online,7.0,2024-02-23 00:00:00
S0429,South,Cosmetics,1,496.14,496.14,In-store,5.9,2024-10-02 00:00:00
S0430,North,Electronics,2,579.56,1159.12,Online,7.7,2024-10-02 00:00:00
S0431,South,Furniture,4,563.08,2252.32,Online,7.7,2024-04-21 00:00:00
S0432,North,Apparel,5,454.27,2271.35,In-store,8.2,2024-03-31 00:00:00
S0433,East,Electronics,10,265.61,2656.1,In-store,8.4,2024-05-07 00:00:00
S0434,North,Groceries,6,157.99,947.94,Online,7.7,2024-11-12 00:00:00
S0435,East,Electronics,11,387.76,4265.36,Online,7.4,2024-12-21 00:00:00
S0436,North,Groceries,7,185.82,1300.74,Online,4.0,2024-02-08 00:00:00
S0437,East,Cosmetics,3,336.59,1009.77,In-store,9.5,2024-08-18 00:00:00
S0438,South,Apparel,3,540.44,1621.32,In-store,6.2,2024-12-19 00:00:00
S0439,East,Groceries,3,269.73,809.19,In-store,5.7,2024-04-15 00:00:00
S0440,North,Groceries,1,235.85,235.85,Online,8.7,2024-12-09 00:00:00
S0441,North,Electronics,6,170.2,1021.2,Online,9.4,2024-03-21 00:00:00
S0442,South,Apparel,11,398.68,4385.48,Online,3.8,2024-09-03 00:00:00
S0443,North,Cosmetics,2,502.94,1005.88,In-store,7.7,2024-10-18 00:00:00
S0444,North,Apparel,10,137.84,1378.4,Online,5.2,2024-03-07 00:00:00
S0445,East,Electronics,6,221.36,1328.16,Online,5.9,2024-05-08 00:00:00
S0446,East,Groceries,6,222.91,1337.46,Online,9.4,2024-03-25 00:00:00
S0447,North,Electronics,5,457.67,2288.35,Online,9.3,2024-07-15 00:00:00
S0448,South,Apparel,6,148.32,889.92,Online,3.8,2024-12-05 00:00:00
S0449,North,Apparel,7,502.67,3518.69,Online,6.6,2024-09-06 00:00:00
S0450,East,Cosmetics,2,70.38,140.76,Online,6.1,2024-09-05 00:00:00
S0451,North,Cosmetics,8,554.24,4433.92,In-store,3.9,2024-04-07 00:00:00
S0452,South,Cosmetics,2,163.32,326.64,Online,9.6,2024-10-11 00:00:00
S0453,North,Cosmetics,1,47.55,47.55,Online,7.2,2024-07-11 00:00:00
S0454,South,Furniture,2,40.64,81.28,Online,5.1,2024-03-28 00:00:00
S0455,North,Groceries,9,519.47,4675.23,Online,6.6,2024-08-27 00:00:00
S0456,North,Groceries,8,472.11,3776.88,In-store,7.6,2024-02-20 00:00:00
S0457,South,Groceries,4,171.97,687.88,Online,8.1,2024-08-31 00:00:00
S0458,East,Groceries,8,158.11,1264.88,Online,7.7,2024-12-17 00:00:00
S0459,East,Electronics,12,24.17,290.04,In-store,7.8,2024-03-12 00:00:00
S0460,South,Apparel,11,221.87,2440.57,Online,9.1,2024-07-07 00:00:00
S0461,North,Electronics,11,542.12,5963.32,Online,7.4,2024-02-11 00:00:00
S0462,North,Apparel,8,134.1,1072.8,In-store,9.8,2024-04-08 00:00:00
S0463,East,Electronics,5,450.61,2253.05,Online,6.1,2024-12-13 00:00:00
S0464,South,Electronics,3,12.5,37.5,Online,6.6,2024-09-18 00:00:00
S0465,North,Furniture,12,297.8,3573.6,Online,4.8,2024-08-28 00:00:00
S0466,South,Apparel,4,189.38,757.52,Online,9.8,2024-06-13 00:00:00
S0467,South,Cosmetics,1,247.15,247.15,Online,7.2,2024-03-23 00:00:00
S0468,North,Electronics,4,497.68,1990.72,In-store,7.4,2024-08-31 00:00:00
S0469,South,Electronics,9,330.98,2978.82,In-store,5.1,2024-03-02 00:00:00
S0470,North,Electronics,5,576.35,2881.75,Online,7.3,2024-01-30 00:00:00
S0471,North,Groceries,3,144.41,433.23,In-store,8.6,2024-05-09 00:00:00
S0472,North,Apparel,10,398.71,3987.1,In-store,4.1,2024-08-11 00:00:00
S0473,South,Groceries,2,580.64,1161.28,In-store,8.4,2024-03-30 00:00:00
S0474,East,Cosmetics,3,254.95,764.85,In-store,8.7,2024-11-30 00:00:00
S0475,North,Cosmetics,12,310.12,3721.44,Online,6.7,2024-09-28 00:00:00
S0476,South,Furniture,10,409.49,4094.9,Online,6.3,2024-10-30 00:00:00
S0477,North,Apparel,5,344.34,1721.7,Online,6.2,2024-09-25 00:00:00
S0478,North,Groceries,5,408.05,2040.25,In-store,4.9,2024-06-16 00:00:00
S0479,South,Electronics,1,269.71,269.71,In-store,9.7,2024-04-29 00:00:00
S0480,North,Furniture,7,57.93,405.51,In-store,6.1,2024-03-09 00:00:00
S0481,East,Apparel,12,143.34,1720.08,In-store,7.8,2024-07-05 00:00:00
S0482,East,Electronics,3,598.61,1795.83,In-store,4.2,2024-09-18 00:00:00
S0483,East,Cosmetics,3,531.31,1593.93,Online,6.6,2024-08-20 00:00:00
S0484,South,Apparel,6,348.29,2089.74,In-store,5.5,2024-09-03 00:00:00
S0485,East,Electronics,12,15.48,185.76,In-store,5.9,2024-11-18 00:00:00
S0486,East,Electronics,5,502.15,2510.75,Online,8.1,2024-04-10 00:00:00
S0487,South,Apparel,6,460.88,2765.28,Online,8.8,2024-11-03 00:00:00
S0488,East,Groceries,8,510.54,4084.32,Online,9.3,2024-10-31 00:00:00
S0489,East,Apparel,9,250.29,2252.61,Online,4.0,2024-01-03 00:00:00
S0490,North,Groceries,3,56.04,168.12,Online,5.0,2024-05-15 00:00:00
S0491,North,Groceries,12,472.25,5667.0,Online,4.2,2024-02-15 00:00:00
S0492,South,Groceries,4,93.43,373.72,In-store,5.6,2024-08-01 00:00:00
S0493,South,Apparel,12,289.91,3478.92,Online,9.5,2024-05-15 00:00:00
S0494,North,Furniture,3,163.01,489.03,Online,8.0,2024-05-14 00:00:00
S0495,East,Apparel,3,476.09,1428.27,In-store,6.8,2024-03-13 00:00:00
S0496,East,Groceries,4,365.08,1460.32,Online,9.0,2024-08-04 00:00:00
S0497,North,Electronics,7,180.61,1264.27,In-store,8.7,2024-08-29 00:00:00
S0498,North,Electronics,2,44.05,88.1,In-store,8.7,2024-04-28 00:00:00
S0499,East,Cosmetics,10,60.53,605.3,In-store,4.4,2024-04-08 00:00:00
S0500,East,Cosmetics,10,133.39,1333.9,Online,8.4,2024-09-13 00:00:00
S0501,South,Groceries,7,315.5,2208.5,Online,5.0,2024-01-13 00:00:00
S0502,North,Cosmetics,4,310.11,1240.44,Online,9.4,2024-04-14 00:00:00
S0503,South,Electronics,5,597.23,2986.15,Online,3.9,2024-08-25 00:00:00
S0504,East,Apparel,6,497.06,2982.36,In-store,5.6,2024-06-05 00:00:00
S0505,South,Groceries,1,465.9,465.9,In-store,3.8,2024-09-20 00:00:00
S0506,East,Electronics,4,95.0,380.0,In-store,3.7,2024-06-13 00:00:00
S0507,East,Furniture,2,472.08,944.16,In-store,8.0,2024-08-31 00:00:00
S0508,North,Groceries,9,189.91,1709.19,Online,7.6,2024-08-11 00:00:00
S0509,East,Furniture,8,44.69,357.52,Online,6.4,2024-09-01 00:00:00
S0510,East,Apparel,12,253.95,3047.4,In-store,8.6,2024-06-10 00:00:00
S0511,South,Groceries,10,35.38,353.8,In-store,4.4,2024-10-12 00:00:00
S0512,East,Furniture,3,42.6,127.8,Online,5.4,2024-02-05 00:00:00
S0513,South,Furniture,11,463.6,5099.6,Online,4.4,2024-12-23 00:00:00
S0514,East,Groceries,2,430.94,861.88,Online,5.4,2024-12-09 00:00:00
S0515,East,Groceries,3,320.37,961.11,In-store,4.6,2024-09-29 00:00:00
S0516,North,Electronics,10,500.69,5006.9,Online,6.0,2024-08-06 00:00:00
S0517,North,Electronics,12,206.13,2473.56,In-store,9.8,2024-02-29 00:00:00
S0518,East,Cosmetics,2,159.44,318.88,In-store,5.0,2024-04-04 00:00:00
S0519,South,Cosmetics,10,487.47,4874.7,Online,8.3,2024-03-07 00:00:00
S0520,South,Groceries,12,120.23,1442.76,In-store,8.7,2024-01-15 00:00:00
S0521,East,Electronics,5,310.13,1550.65,In-store,5.5,2024-06-23 00:00:00
S0522,South,Groceries,11,116.58,1282.38,Online,9.1,2024-10-21 00:00:00
S0523,South,Furniture,6,11.2,67.2,Online,9.3,2024-06-16 00:00:00
S0524,South,Apparel,4,509.85,2039.4,In-store,5.9,2024-06-29 00:00:00
S0525,North,Electronics,7,230.05,1610.35,Online,9.4,2024-07-29 00:00:00
S0526,East,Electronics,11,462.99,5092.89,Online,9.9,2024-03-28 00:00:00
S0527,South,Furniture,3,488.74,1466.22,In-store,6.0,2024-06-06 00:00:00
S0528,East,Apparel,3,147.68,443.04,Online,5.7,2024-03-29 00:00:00
S0529,North,Furniture,6,527.91,3167.46,Online,8.7,2024-10-07 00:00:00
S0530,South,Cosmetics,8,567.97,4543.76,Online,8.2,2024-07-03 00:00:00
S0531,North,Apparel,4,43.09,172.36,Online,9.4,2024-01-14 00:00:00
S0532,East,Groceries,4,225.17,900.68,In-store,8.3,2024-04-11 00:00:00
S0533,South,Cosmetics,8,385.84,3086.72,In-store,5.5,2024-11-19 00:00:00
S0534,South,Apparel,10,284.93,2849.3,In-store,7.2,2024-02-24 00:00:00
S0535,East,Groceries,10,354.56,3545.6,In-store,6.4,2024-01-07 00:00:00
S0536,North,Apparel,11,140.12,1541.32,In-store,9.5,2024-12-03 00:00:00
S0537,East,Furniture,12,518.61,6223.32,Online,6.5,2024-10-18 00:00:00
S0538,North,Cosmetics,7,19.06,133.42,Online,4.7,2024-05-28 00:00:00
S0539,South,Groceries,9,474.38,4269.42,Online,8.7,2024-11-05 00:00:00
S0540,East,Cosmetics,1,135.31,135.31,Online,6.0,2024-12-29 00:00:00
S0541,North,Apparel,2,558.21,1116.42,In-store,9.9,2024-09-20 00:00:00
S0542,South,Furniture,12,583.63,7003.56,Online,7.8,2024-03-14 00:00:00
S0543,East,Electronics,10,574.22,5742.2,Online,3.6,2024-11-28 00:00:00
S0544,North,Furniture,9,527.98,4751.82,In-store,3.8,2024-01-29 00:00:00
S0545,East,Electronics,4,305.42,1221.68,In-store,9.6,2024-10-13 00:00:00
S0546,East,Cosmetics,4,90.49,361.96,Online,6.3,2024-11-04 00:00:00
S0547,South,Electronics,12,159.19,1910.28,In-store,4.9,2024-11-17 00:00:00
S0548,North,Apparel,8,37.23,297.84,Online,8.4,2024-05-01 00:00:00
S0549,East,Electronics,9,157.1,1413.9,Online,7.4,2024-04-13 00:00:00
S0550,North,Cosmetics,10,434.31,4343.1,Online,5.3,2024-08-05 00:00:00
S0551,North,Cosmetics,9,36.27,326.43,Online,9.1,2024-10-13 00:00:00
S0552,South,Cosmetics,11,251.95,2771.45,Online,7.7,2024-10-05 00:00:00
S0553,East,Electronics,6,247.91,1487.46,Online,5.0,2024-07-28 00:00:00
S0554,South,Apparel,6,372.84,2237.04,Online,7.6,2024-08-16 00:00:00
S0555,East,Apparel,2,89.82,179.64,Online,6.8,2024-04-04 00:00:00
S0556,South,Furniture,7,290.43,2033.01,In-store,6.6,2024-05-21 00:00:00
S0557,South,Furniture,8,313.51,2508.08,Online,6.8,2024-04-29 00:00:00
S0558,South,Groceries,2,214.31,428.62,In-store,4.2,2024-08-05 00:00:00
S0559,East,Cosmetics,6,214.43,1286.58,Online,6.5,2024-10-20 00:00:00
S0560,East,Cosmetics,9,8.82,79.38,In-store,6.8,2024-12-30 00:00:00
S0561,South,Furniture,11,243.98,2683.78,In-store,4.5,2024-11-30 00:00:00
S0562,North,Electronics,11,449.23,4941.53,In-store,7.9,2024-07-23 00:00:00
S0563,East,Electronics,6,356.06,2136.36,In-store,8.7,2024-03-21 00:00:00
S0564,East,Electronics,9,333.38,3000.42,In-store,4.3,2024-01-14 00:00:00
S0565,South,Cosmetics,10,197.31,1973.1,In-store,5.3,2024-09-23 00:00:00
S0566,East,Apparel,1,213.15,213.15,In-store,4.3,2024-05-10 00:00:00
S0567,East,Apparel,7,367.78,2574.46,Online,5.9,2024-07-17 00:00:00
S0568,East,Furniture,2,220.9,441.8,Online,5.3,2024-06-19 00:00:00
S0569,North,Cosmetics,5,493.76,2468.8,Online,4.0,2024-04-17 00:00:00
S0570,North,Electronics,1,443.35,443.35,In-store,5.0,2024-01-30 00:00:00
S0571,East,Groceries,7,161.98,1133.86,Online,7.1,2024-02-15 00:00:00
S0572,North,Groceries,3,263.25,789.75,In-store,9.1,2024-07-16 00:00:00
S0573,East,Electronics,7,60.44,423.08,Online,9.8,2024-01-20 00:00:00
S0574,North,Groceries,2,38.29,76.58,Online,5.6,2024-12-21 00:00:00
S0575,South,Electronics,11,105.24,1157.64,Online,4.7,2024-11-07 00:00:00
S0576,North,Apparel,6,405.13,2430.78,Online,9.9,2024-08-10 00:00:00
S0577,South,Cosmetics,6,237.59,1425.54,Online,6.6,2024-01-13 00:00:00
S0578,North,Electronics,11,424.99,4674.89,Online,9.3,2024-06-28 00:00:00
S0579,North,Cosmetics,11,443.62,4879.82,Online,8.6,2024-10-07 00:00:00
S0580,South,Groceries,10,13.21,132.1,In-store,7.8,2024-09-18 00:00:00
S0581,East,Furniture,3,516.35,1549.05,Online,6.7,2024-12-18 00:00:00
S0582,East,Groceries,7,98.19,687.33,Online,9.0,2024-07-04 00:00:00
S0583,North,Furniture,7,424.81,2973.67,In-store,8.2,2024-07-28 00:00:00
S0584,East,Furniture,6,576.17,3457.02,Online,5.6,2024-07-11 00:00:00
S0585,North,Furniture,4,165.02,660.08,Online,9.9,2024-12-18 00:00:00
S0586,East,Apparel,6,194.37,1166.22,In-store,4.5,2024-10-06 00:00:00
S0587,North,Cosmetics,8,571.47,4571.76,Online,4.5,2024-02-12 00:00:00
S0588,South,Furniture,10,251.53,2515.3,In-store,8.1,2024-01-03 00:00:00
S0589,North,Groceries,2,355.44,710.88,In-store,5.3,2024-02-28 00:00:00
S0590,South,Apparel,10,523.4,5234.0,Online,8.2,2024-11-28 00:00:00
S0591,South,Apparel,6,63.06,378.36,Online,3.9,2024-05-12 00:00:00
S0592,North,Furniture,5,470.33,2351.65,In-store,8.5,2024-12-20 00:00:00
S0593,South,Apparel,11,456.33,5019.63,In-store,7.9,2024-12-23 00:00:00
S0594,North,Electronics,8,575.19,4601.52,In-store,3.8,2024-10-03 00:00:00
S0595,North,Apparel,12,445.53,5346.36,In-store,9.1,2024-05-12 00:00:00
S0596,South,Groceries,9,24.79,223.11,Online,4.0,2024-01-18 00:00:00
S0597,South,Groceries,4,281.41,1125.64,In-store,5.7,2024-11-07 00:00:00
S0598,East,Groceries,3,574.28,1722.84,Online,8.9,2024-05-13 00:00:00
S0599,North,Cosmetics,6,102.73,616.38,Online,5.1,2024-02-01 00:00:00
S0600,East,Apparel,4,100.84,403.36,Online,7.6,2024-09-29 00:00:00
S0601,South,Electronics,10,513.63,5136.3,Online,6.2,2024-08-28 00:00:00
S0602,East,Cosmetics,6,410.79,2464.74,Online,7.7,2024-09-03 00:00:00
S0603,South,Electronics,9,577.39,5196.51,Online,7.1,2024-07-26 00:00:00
S0604,South,Cosmetics,3,549.39,1648.17,In-store,9.6,2024-10-15 00:00:00
S0605,South,Furniture,6,63.85,383.1,In-store,4.6,2024-02-18 00:00:00
S0606,North,Electronics,6,230.92,1385.52,In-store,7.3,2024-06-18 00:00:00
S0607,North,Apparel,7,348.76,2441.32,Online,5.6,2024-08-22 00:00:00
S0608,South,Apparel,2,574.28,1148.56,In-store,6.6,2024-11-20 00:00:00
S0609,East,Electronics,4,328.23,1312.92,In-store,4.7,2024-04-07 00:00:00
S0610,East,Electronics,5,179.38,896.9,Online,6.2,2024-04-17 00:00:00
S0611,East,Furniture,9,47.19,424.71,Online,8.4,2024-05-01 00:00:00
S0612,South,Groceries,11,70.67,777.37,Online,7.9,2024-12-31 00:00:00
S0613,North,Cosmetics,11,6.06,66.66,Online,9.8,2024-06-09 00:00:00
S0614,East,Cosmetics,10,417.41,4174.1,In-store,9.4,2024-10-28 00:00:00
S0615,North,Furniture,9,495.48,4459.32,Online,9.9,2024-04-24 00:00:00
S0616,North,Apparel,2,130.29,260.58,In-store,7.9,2024-07-15 00:00:00
S0617,North,Groceries,7,595.63,4169.41,In-store,4.2,2024-05-18 00:00:00
S0618,South,Groceries,9,93.01,837.09,Online,10.0,2024-08-06 00:00:00
S0619,South,Electronics,10,321.15,3211.5,In-store,8.2,2024-10-09 00:00:00
S0620,South,Apparel,3,218.6,655.8,Online,4.6,2024-03-18 00:00:00
S0621,North,Electronics,3,70.69,212.07,In-store,6.8,2024-10-21 00:00:00
S0622,South,Cosmetics,2,338.48,676.96,Online,8.2,2024-04-30 00:00:00
S0623,North,Electronics,7,88.58,620.06,In-store,5.1,2024-02-17 00:00:00
S0624,South,Apparel,8,355.44,2843.52,In-store,8.5,2024-04-23 00:00:00
S0625,North,Cosmetics,11,595.58,6551.38,Online,9.5,2024-11-05 00:00:00
S0626,South,Groceries,3,122.94,368.82,In-store,8.4,2024-06-22 00:00:00
S0627,South,Groceries,11,51.91,571.01,In-store,5.1,2024-03-20 00:00:00
S0628,South,Groceries,3,186.68,560.04,In-store,9.5,2024-10-27 00:00:00
S0629,East,Electronics,1,301.17,301.17,Online,5.4,2024-01-21 00:00:00
S0630,East,Electronics,6,33.42,200.52,In-store,4.6,2024-12-08 00:00:00
S0631,East,Cosmetics,4,262.81,1051.24,Online,5.1,2024-08-27 00:00:00
S0632,East,Cosmetics,1,422.47,422.47,Online,4.8,2024-02-14 00:00:00
S0633,South,Apparel,9,414.02,3726.18,Online,5.2,2024-12-09 00:00:00
S0634,South,Cosmetics,6,137.44,824.64,In-store,3.9,2024-02-13 00:00:00
S0635,North,Apparel,2,38.83,77.66,Online,6.0,2024-12-14 00:00:00
S0636,North,Cosmetics,8,155.53,1244.24,In-store,5.4,2024-10-28 00:00:00
S0637,North,Cosmetics,8,80.52,644.16,In-store,4.3,2024-12-17 00:00:00
S0638,East,Groceries,1,419.99,419.99,Online,4.2,2024-06-13 00:00:00
S0639,East,Apparel,4,36.99,147.96,In-store,4.6,2024-07-06 00:00:00
S0640,South,Electronics,7,428.77,3001.39,In-store,6.3,2024-01-02 00:00:00
S0641,East,Cosmetics,3,59.42,178.26,Online,7.6,2024-03-20 00:00:00
S0642,East,Groceries,11,523.87,5762.57,Online,8.8,2024-02-17 00:00:00
S0643,North,Groceries,11,136.49,1501.39,In-store,4.0,2024-06-05 00:00:00
S0644,East,Furniture,10,194.4,1944.0,In-store,9.8,2024-11-25 00:00:00
S0645,South,Furniture,10,322.24,3222.4,Online,6.6,2024-06-21 00:00:00
S0646,East,Furniture,3,227.35,682.05,Online,7.5,2024-12-03 00:00:00
S0647,North,Cosmetics,9,81.57,734.13,In-store,7.8,2024-04-04 00:00:00
S0648,South,Groceries,1,321.44,321.44,In-store,8.6,2024-09-21 00:00:00
S0649,East,Furniture,8,153.13,1225.04,In-store,7.0,2024-05-30 00:00:00
S0650,North,Apparel,7,498.86,3492.02,In-store,5.6,2024-12-15 00:00:00
S0651,South,Apparel,4,438.92,1755.68,In-store,5.8,2024-07-03 00:00:00
S0652,North,Cosmetics,12,394.22,4730.64,In-store,7.6,2024-12-21 00:00:00
S0653,North,Apparel,1,167.31,167.31,In-store,6.2,2024-08-11 00:00:00
S0654,East,Apparel,10,317.24,3172.4,Online,5.7,2024-08-29 00:00:00
S0655,East,Electronics,2,433.19,866.38,In-store,4.2,2024-04-10 00:00:00
S0656,North,Electronics,5,538.32,2691.6,In-store,9.0,2024-08-12 00:00:00
